Natureza;Jan;Fev;Mar;Abr;Mai;Jun;Jul;Ago;Set;Out;Nov;Dez;Total;Year;Regiao;Municipio
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;35;42;54;45;45;47;48;55;61;59;43;45;579;2023;Araçatuba;Birigui
LESÃO CORPORAL CULPOSA - OUTRAS;0;2;0;0;0;1;0;2;2;0;1;0;8;2023;Araçatuba;Birigui
LATROCÍNIO;0;0;0;0;0;0;0;0;1;0;0;0;1;2023;Araçatuba;Birigui
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;1;0;0;0;1;2023;Araçatuba;Birigui
TOTAL DE ESTUPRO (4);5;5;5;3;5;3;1;8;3;3;5;6;52;2023;Araçatuba;Birigui
ESTUPRO;1;0;1;0;0;0;1;3;0;0;0;2;8;2023;Araçatuba;Birigui
ESTUPRO DE VULNERÁVEL;4;5;4;3;5;3;0;5;3;3;5;4;44;2023;Araçatuba;Birigui
TOTAL DE ROUBO - OUTROS (1);11;4;12;12;9;5;7;9;9;11;7;10;106;2023;Araçatuba;Birigui
ROUBO - OUTROS;11;4;12;12;9;5;7;9;9;11;7;10;106;2023;Araçatuba;Birigui
ROUBO DE VEÍCULO;2;1;1;1;0;0;0;1;0;1;0;1;8;2023;Araçatuba;Birigui
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Birigui
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Birigui
FURTO - OUTROS;118;110;129;126;92;88;102;110;97;101;83;99;1.255;2023;Araçatuba;Birigui
FURTO DE VEÍCULO;8;3;7;11;11;3;2;13;2;11;11;6;88;2023;Araçatuba;Birigui
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
LESÃO CORPORAL DOLOSA;2;1;0;0;2;2;0;0;2;0;0;0;9;2023;Araçatuba;Braúna
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;1;1;2;0;0;0;1;0;0;0;0;0;5;2023;Araçatuba;Braúna
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
TOTAL DE ESTUPRO (4);0;0;0;0;1;0;0;0;0;0;0;0;1;2023;Araçatuba;Braúna
ESTUPRO;0;0;0;0;1;0;0;0;0;0;0;0;1;2023;Araçatuba;Braúna
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
TOTAL DE ROUBO - OUTROS (1);1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;Braúna
ROUBO - OUTROS;1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;Braúna
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Braúna
FURTO - OUTROS;2;0;1;1;4;10;3;3;1;0;2;2;29;2023;Araçatuba;Braúna
FURTO DE VEÍCULO;0;0;1;1;0;0;0;1;0;0;0;0;3;2023;Araçatuba;Braúna
HOMICÍDIO DOLOSO (2);1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;Brejo Alegre
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);1;0;0;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;Brejo Alegre
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
TENTATIVA DE HOMICÍDIO;0;0;0;1;0;0;0;0;0;0;0;0;1;2023;Araçatuba;Brejo Alegre
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
LESÃO CORPORAL DOLOSA;2;1;0;0;0;2;3;0;1;1;1;0;11;2023;Araçatuba;Brejo Alegre
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;1;0;0;0;0;1;0;0;0;2;2023;Araçatuba;Brejo Alegre
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Araçatuba;Brejo Alegre
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Araçatuba;Brejo Alegre
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
FURTO - OUTROS;6;2;2;0;4;1;0;0;0;0;0;1;16;2023;Araçatuba;Brejo Alegre
FURTO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Brejo Alegre
HOMICÍDIO DOLOSO (2);1;0;0;0;0;1;0;0;1;0;0;0;3;2023;Araçatuba;Buritama
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);1;0;0;0;0;1;0;0;1;0;0;0;3;2023;Araçatuba;Buritama
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Buritama
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Buritama
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;1;0;0;0;0;1;1;0;0;0;3;2023;Araçatuba;Buritama
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Araçatuba;Buritama
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Buritama
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;1;0;0;1;2023;Araçatuba;Buritama
LESÃO CORPORAL DOLOSA;8;11;8;3;6;7;4;9;5;8;7;6;82;2023;Araçatuba;Buritama
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;2;1;2;4;1;0;1;2;1;0;0;2;16;2023;Araçatuba;Buritama
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;1;1;2;2023;Araçatuba;Buritama
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Buritama
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Buritama
TOTAL DE ESTUPRO (4);0;1;4;1;0;0;0;0;0;0;2;0;8;2023;Araçatuba;Buritama
ESTUPRO;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;Buritama
ESTUPRO DE VULNERÁVEL;0;1;3;1;0;0;0;0;0;0;2;0;7;2023;Araçatuba;Buritama
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;1;0;0;0;0;0;0;0;1;2023;Araçatuba;Buritama
ROUBO - OUTROS;0;0;0;0;1;0;0;0;0;0;0;0;1;2023;Araçatuba;Buritama
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Araçatuba;Buritama
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Buritama
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Buritama
FURTO - OUTROS;8;13;22;8;11;4;6;5;11;15;12;11;126;2023;Araçatuba;Buritama
FURTO DE VEÍCULO;0;1;2;0;0;1;0;0;0;0;1;0;5;2023;Araçatuba;Buritama
HOMICÍDIO DOLOSO (2);1;0;0;0;0;0;0;0;1;0;1;1;4;2023;Araçatuba;Castilho
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);1;0;0;0;0;0;0;0;2;0;1;1;5;2023;Araçatuba;Castilho
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Castilho
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Castilho
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;1;1;2023;Araçatuba;Castilho
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Castilho
TENTATIVA DE HOMICÍDIO;1;1;0;2;0;0;1;0;1;0;0;1;7;2023;Araçatuba;Castilho
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Castilho
LESÃO CORPORAL DOLOSA;13;3;8;7;5;6;7;8;5;7;2;11;82;2023;Araçatuba;Castilho
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;2;2;5;2;3;1;6;2;5;2;2;5;37;2023;Araçatuba;Castilho
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;1;1;0;0;0;0;0;0;2;2023;Araçatuba;Castilho
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Castilho
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Castilho
TOTAL DE ESTUPRO (4);0;0;1;2;3;0;1;0;0;4;1;1;13;2023;Araçatuba;Castilho
ESTUPRO;0;0;0;1;0;0;0;0;0;1;0;1;3;2023;Araçatuba;Castilho
ESTUPRO DE VULNERÁVEL;0;0;1;1;3;0;1;0;0;3;1;0;10;2023;Araçatuba;Castilho
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;1;0;0;0;0;1;0;0;2;2023;Araçatuba;Castilho
ROUBO - OUTROS;0;0;0;0;1;0;0;0;0;1;0;0;2;2023;Araçatuba;Castilho
ROUBO DE VEÍCULO;1;0;0;0;1;0;0;0;0;0;0;0;2;2023;Araçatuba;Castilho
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Castilho
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Castilho
FURTO - OUTROS;20;14;24;23;15;15;13;19;14;10;9;17;193;2023;Araçatuba;Castilho
FURTO DE VEÍCULO;1;0;1;1;0;0;0;0;1;1;0;1;6;2023;Araçatuba;Castilho
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;1;0;0;0;0;0;1;0;0;0;2;2023;Araçatuba;Clementina
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
LESÃO CORPORAL DOLOSA;1;1;2;3;4;2;2;3;5;3;0;4;30;2023;Araçatuba;Clementina
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;1;1;3;2;0;0;1;2;2;2;14;2023;Araçatuba;Clementina
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
TOTAL DE ROUBO - OUTROS (1);1;0;0;0;1;0;0;0;0;0;0;0;2;2023;Araçatuba;Clementina
ROUBO - OUTROS;1;0;0;0;1;0;0;0;0;0;0;0;2;2023;Araçatuba;Clementina
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Clementina
FURTO - OUTROS;4;12;7;3;6;3;2;1;1;5;2;2;48;2023;Araçatuba;Clementina
FURTO DE VEÍCULO;0;0;0;0;1;0;0;0;0;2;0;0;3;2023;Araçatuba;Clementina
HOMICÍDIO DOLOSO (2);0;0;1;0;0;0;0;1;0;0;0;0;2;2023;Araçatuba;Coroados
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;1;0;0;0;0;1;0;0;0;0;2;2023;Araçatuba;Coroados
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;1;1;0;0;2;2023;Araçatuba;Coroados
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
LESÃO CORPORAL DOLOSA;1;2;2;1;5;3;1;3;2;2;0;3;25;2023;Araçatuba;Coroados
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;1;0;0;0;0;0;2;0;0;3;2023;Araçatuba;Coroados
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;1;0;0;0;0;0;1;0;0;0;2;2023;Araçatuba;Coroados
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Coroados
FURTO - OUTROS;0;4;3;4;3;4;4;3;4;2;2;0;33;2023;Araçatuba;Coroados
FURTO DE VEÍCULO;1;0;0;0;0;2;1;0;0;0;0;0;4;2023;Araçatuba;Coroados
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
LESÃO CORPORAL DOLOSA;0;1;4;0;1;0;0;1;0;0;2;0;9;2023;Araçatuba;Gabriel Monteiro
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;1;0;1;0;0;0;2;2;0;0;6;2023;Araçatuba;Gabriel Monteiro
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
FURTO - OUTROS;1;0;1;2;1;1;0;0;0;0;0;0;6;2023;Araçatuba;Gabriel Monteiro
FURTO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gabriel Monteiro
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
LESÃO CORPORAL DOLOSA;0;2;0;1;1;1;0;1;1;0;3;1;11;2023;Araçatuba;Gastão Vidigal
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;1;0;1;2023;Araçatuba;Gastão Vidigal
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
TOTAL DE ESTUPRO (4);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
ESTUPRO DE VULNERÁVEL;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
TOTAL DE ROUBO - OUTROS (1);0;0;0;0;0;0;0;0;0;0;1;0;1;2023;Araçatuba;Gastão Vidigal
ROUBO - OUTROS;0;0;0;0;0;0;0;0;0;0;1;0;1;2023;Araçatuba;Gastão Vidigal
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
ROUBO DE CARGA;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;Gastão Vidigal
FURTO - OUTROS;6;3;3;1;1;3;0;4;0;0;0;0;21;2023;Araçatuba;Gastão Vidigal
FURTO DE VEÍCULO;0;0;1;1;0;0;0;0;0;0;0;0;2;2023;Araçatuba;Gastão Vidigal
HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;2;0;1;1;0;0;0;1;0;0;5;2023;Araçatuba;General Salgado
HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
LESÃO CORPORAL DOLOSA;2;2;2;2;0;2;2;0;3;1;4;1;21;2023;Araçatuba;General Salgado
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;0;1;0;0;0;0;0;3;0;0;0;0;4;2023;Araçatuba;General Salgado
LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
TOTAL DE ESTUPRO (4);0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;General Salgado
ESTUPRO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
ESTUPRO DE VULNERÁVEL;0;0;1;0;0;0;0;0;0;0;0;0;1;2023;Araçatuba;General Salgado
TOTAL DE ROUBO - OUTROS (1);1;2;0;0;0;0;0;0;0;0;1;0;4;2023;Araçatuba;General Salgado
ROUBO - OUTROS;1;2;0;0;0;0;0;0;0;0;1;0;4;2023;Araçatuba;General Salgado
ROUBO DE VEÍCULO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0;2023;Araçatuba;General Salgado
